Species ID,Trait,Trait Value
347435,behavioral circadian rhythm,"diurnalURI:http://www.wikidata.org/entity/Q906470Definition:animal behavior characterized by activity during the day, with a period of inactivity at night.show all records"
347435,behavioral circadian rhythm,"diurnalURI:http://www.wikidata.org/entity/Q906470Definition:animal behavior characterized by activity during the day, with a period of inactivity at night.show all records"
347435,behavioral circadian rhythm,"diurnalURI:http://www.wikidata.org/entity/Q906470Definition:animal behavior characterized by activity during the day, with a period of inactivity at night.show all records"
347435,body length,273.5 mm
347435,body mass,692 g
347435,body mass,7.8 g
347435,body mass,100 g
347435,body mass,663.03 g
347435,body mass,7.8 g
347435,body shape,"bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records"
347435,cellularity,multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records
347435,clutch/brood/litter size,4.27
347435,clutch/brood/litter size,4.3
347435,clutch/brood/litter size,4.93
347435,conservation status,"least concernURI:http://eol.org/schema/terms/leastConcernDefinition:A taxon is Least Concern when it has been evaluated against the criteria and does not qualify for Critically Endangered, Endangered, Vulnerable or Near Threatened. Widespread and abundant taxa are included in this category.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records"
347435,developmental mode,"altricialURI:http://eol.org/schema/terms/altricialDefinition:Parent(s) provide food and thermoregulation (e.g., passerines).Attribution:Richard M. Sibly, Christopher C. Witt, Natalie A. Wright, Chris Venditti, Walter Jetz, and James H. Brown. 2012.  Energetics, lifestyle, and reproduction in birds.  PNAS 109(27):10937-10941, doi:10.1073/pnas.1206512109show all records"
347435,diet breadth,6
347435,diet includes,mammalsURI:https://www.wikidata.org/entity/Q7377Definition:class of tetrapodsshow all records
347435,diet includes,leavesURI:http://purl.obolibrary.org/obo/PO_0025034Definition:phyllomes not associated with a reproductive structureshow all records
347435,diet includes,"seedsURI:http://purl.obolibrary.org/obo/PO_0009010Definition:multi-tissue plant structures that develop from a plant ovule and have as parts a plant embryo enclosed in a seed coat.Comment:Ontology Description: http://www.plantontology.org/
Ontology Source: http://purl.obolibrary.org/obo/po.owlshow all records"
347435,diet includes,flowersURI:http://purl.obolibrary.org/obo/PO_0009046Definition:determinate reproductive shoot systems having as part at least one carpel or at least one stamen and containing no other determinate shoot system as a part.show all records
347435,diet includes,woodURI:http://purl.obolibrary.org/obo/ENVO_00002040show all records
347435,eat,Malus pumila Mill. (paradise apple)
347435,eat,Lycium torreyi A. Gray (Torrey wolfberry)
347435,eat,Sarcomphalus obtusifolius var. canescens (A. Gray) Hauenschild (lotebush)
347435,eat,Arachis monticola Krapov. & Rigoni (peanut)
347435,eat,Celtis occidentalis L. (common hackberry)
347435,ecomorphological guild,"fossorial and/or ground dwellingURI:http://eol.org/schema/terms/fossorialOrGroundDefinition:An organism that is adapted to terrestrial life below ground, on or near the ground.show all records"
347435,ecoregion,Sierra Madre Oriental Pine-Oak ForestsURI:http://eol.org/schema/terms/Sierra_Madre_Oriental_pine-oak_forestsAttribution:https://www.worldwildlife.org/ecoregions/na0303show all records
347435,ecoregion,Edwards Plateau SavannaURI:http://eol.org/schema/terms/Edwards_Plateau_savannaAttribution:https://www.worldwildlife.org/ecoregions/na0806show all records
347435,ecoregion,Great Basin Montane ForestsURI:http://eol.org/schema/terms/Great_Basin_montane_forestsAttribution:https://www.worldwildlife.org/ecoregions/na0515show all records
347435,ecoregion,Meseta Central MatorralURI:http://eol.org/schema/terms/Meseta_Central_matorralAttribution:http://www.worldwildlife.org/ecoregions/NA1307show all records
347435,ecoregion,Western Short GrasslandsURI:http://eol.org/schema/terms/Western_short_grasslandsAttribution:https://www.worldwildlife.org/ecoregions/na0815show all records
347435,extinction status,"extantURI:http://eol.org/schema/terms/extantDefinition:This taxon is still in existence, as opposed to extinct.Attribution:http://en.wikipedia.org/wiki/Extant_taxonshow all records"
347435,geographic distribution,MexicoURI:http://www.geonames.org/3996063show all records
347435,geographic distribution,TexasURI:http://www.geonames.org/4736286show all records
347435,geographic distribution,NevadaURI:http://www.geonames.org/5509151show all records
347435,geographic distribution,UtahURI:http://www.geonames.org/5549030show all records
347435,geographic distribution,United StatesURI:http://www.geonames.org/6252001show all records
347435,geographic range (size of area),2421559.89 km^2
347435,gestation period duration,1 months
347435,gestation period duration,30 days
347435,habitat,"mountainURI:http://purl.obolibrary.org/obo/ENVO_00000081Definition:A landform that extends above the surrounding terrain in a limited area. A mountain is generally steeper than a hill, but there is no universally accepted standard definition for the height of a mountain or a hill although a mountain usually has an identifiable summit and a local relief of more than 300m.show all records"
347435,habitat,aridURI:http://purl.obolibrary.org/obo/ENVO_01000230Definition:An arid condition is an environmental condition in which annual precipitation is less than half of annual potential evapotranspiration.show all records
347435,habitat,lakeURI:http://purl.obolibrary.org/obo/ENVO_01000252show all records
347435,habitat,"marshURI:http://purl.obolibrary.org/obo/ENVO_00000035Definition:A wetland, featuring grasses, rushes, reeds, typhas, sedges, and other herbaceous plants (possibly with low-growing woody plants) in a context of shallow water.show all records"
347435,habitat,"valleyURI:http://purl.obolibrary.org/obo/ENVO_00000100Definition:A depression caused by erosion by water or ice. Low-lying land bordered by higher ground; especially elongate, relatively large gently sloping depressions of the Earth's surface, commonly situated between two mountains or between ranges of hills or mountains, and often containing a stream with an outlet.show all records"
347435,habitat breadth,2
347435,have ectoparasite,Hoplopsyllus anomalus (Baker 1904)
347435,have ectoparasite,Oropsylla montana (Baker 1895)
347435,have ectoparasite,Oropsylla montana (Baker 1895)
347435,have ectoparasite,Linognathoides laeviusculus (Grube 1851)
347435,have endoparasite,Taenia taxidiensis
347435,have endoparasite,Taenia rileyiLoewen 1929
347435,have endoparasite,Cladotaenia globifera
347435,have endoparasite,Moniliformis clarki (Ward 1917)
347435,have endoparasite,Taenia mustelae
347435,have pathogen,Yersinia pestis
347435,have pathogen,Lyssavirus rabies
347435,have pathogen,Lyssavirus rabies
347435,have pathogen,Lyssavirus rabies
347435,have pathogen,Lyssavirus rabies
347435,home range,0.03 km^2
347435,home range,0.03 km^2
347435,human population density,0 individuals per square kilometer
347435,human population density,31.12 individuals per square kilometer
347435,human population density,0 individuals per square kilometer
347435,human population density change,0.11
347435,latitude,29.99 degrees
347435,latitude,18.13 degrees
347435,latitude,41.86 degrees
347435,life span,9.8 years
347435,litters per year,1.5
347435,litters per year,1.5 /year
347435,litters per year,1.25
347435,locomotion,non-cursorialURI:http://eol.org/schema/terms/nonCursorialDefinition:This organism is not adapted for running.Attribution:http://en.wikipedia.org/wiki/Cursorialshow all records
347435,locomotion,digitigradeURI:https://www.wikidata.org/entity/Q184503Definition:animal that stands or walks on the full length of its digits/toesshow all records
347435,locomotion,quadrupedal movementURI:https://www.wikidata.org/entity/Q21907045Definition:terrestrial locomotion in animals using four limbsshow all records
347435,longitude,-107.24 degrees
347435,longitude,-117.42 degrees
347435,longitude,-97.06 degrees
347435,mass,7.8 g
347435,mass,100 g
347435,mass,663 g
347435,mating system,not monogamousURI:http://eol.org/schema/terms/notMonogamousshow all records
347435,mating system,polygynousURI:http://purl.obolibrary.org/obo/ECOCORE_00000065Definition:One male has an exclusive mating relationship with two or more femalesshow all records
347435,mineralized skeleton contains,"apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records"
347435,motility,actively mobileURI:http://eol.org/schema/terms/activelyMobileDefinition:uses self-propelled locomotion to change location on a regular basisshow all records
347435,native range includes,The NearcticURI:https://www.wikidata.org/entity/Q737742Definition:one of the eight terrestrial ecozones constituting the Earth's land surfaceAttribution:https://commons.wikimedia.org/wiki/File:Ecozone_Nearctic.svgshow all records
347435,number of records in gbif,11983
347435,number of records in iNat,17256
347435,number of research grade records in iNat,15373
347435,number of specimens in ggbn,429
347435,onset of fertility,420.91 days
347435,parental care,no paternal careURI:http://eol.org/schema/terms/noPaternalCareshow all records
347435,parental care,"provisioningURI:https://www.wikidata.org/entity/Q2874419Definition:supplying materials, especially foodshow all records"
347435,parental care,parental careURI:http://polytraits.lifewatchgreece.eu/terms/BP_YESDefinition:this term applies to a species that provides any parental care to its offspringshow all records
347435,parental care,"female provides careURI:http://eol.org/schema/terms/parentalCareFemaleDefinition:the female feeds and nurtures offspringAttribution:Richard M. Sibly, Christopher C. Witt, Natalie A. Wright, Chris Venditti, Walter Jetz, and James H. Brown. 2012.  Energetics, lifestyle, and reproduction in birds.  PNAS 109(27):10937-10941, doi:10.1073/pnas.1206512109show all records"
347435,parental care,protectionURI:https://www.wikidata.org/entity/Q2251595Definition:action or precaution against a threat against an uncertainty or possible unpleasant eventsshow all records
347435,population trend,Stable
347435,potential evapotranspiration rate in geographic range,1149.57 millimeters per month
347435,precipitation in geographic range,34.28 millimeters per month
347435,prenatal development duration,30 days
347435,sexual system,"dioeciousURI:https://www.wikidata.org/entity/Q148681Definition:a characteristic of a species, meaning that it has distinct male and female individual organisms.show all records"
347435,social system,"solitaryURI:http://eol.org/schema/terms/solitaryDefinition:Solitary animals are those that spend a majority of their lives without others of their species, with possible exceptions for mating and raising their young. Antonyms for a solitary animal include a social animal or a colonial animal.Attribution:https://www.definitions.net/definition/solitary+animalshow all records"
347435,social system,"group livingURI:http://eol.org/schema/terms/socialGroupLivingDefinition:where individuals of the same species (conspecifics), maintain spatial proximity with one another over time with mechanisms of social attractionAttribution:https://en.wikipedia.org/wiki/Group_livingshow all records"
347435,teat number,10
347435,temperature in geographic range,14.887 0.1°c
347435,testis location,"scrotalURI:http://eol.org/schema/terms/scrotalDefinition:Testes are located outside of the body, suspended by the spermatic cord within the scrotum.Attribution:http://en.wikipedia.org/wiki/Testicle#External_testesshow all records"
347435,trophic guild,"omnivoreURI:http://www.wikidata.org/entity/Q164509Definition:organism consuming a variety of foods, usually including both plants and animalsshow all records"
347435,trophic guild,"omnivoreURI:http://www.wikidata.org/entity/Q164509Definition:organism consuming a variety of foods, usually including both plants and animalsshow all records"
347435,trophic guild,omnivoreURI:https://www.wikidata.org/entity/Q164509Comment:Auto-added during harvest #1048. A human needs to edit this.Attribution:Crustacean body sizesshow all records
347435,visual system,"corneal eyesURI:https://eol.org/schema/terms/corneal_eyesDefinition:Because of the difference in refractive index between air and water (or corneal tissue), a curved cornea is an image-forming lens in its own right. Its focal length is determined by the radius of curvature of the cornea. Many corneal eyes (eg: in land vertebrates) also have lenses, but the lens is flattened and weakened compared with an aquatic lens; most of the refractive power is provided by the cornea. Corneal eyes cannot focus in aquatic habitat.Attribution:https://www.britannica.com/science/photoreception/Single-chambered-eyes#ref278820show all records"
347435,weaning age,1.75 months
347435,weaning age,53 days
347435,weaning age,52.38 days
337448,Body symmetry,"bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records"
337448,are host of,"Batrachochytrium dendrobatidis Longcore, Pessier & D. K. Nichols 1999 (Bd)"
337448,auditory system,extratympanicURI:https://eol.org/schema/terms/extratympanicDefinition:conduction of sound to the inner ear of a vertebrate by a pathway other than the tympanic membrane and the ossicles of the middle earshow all records
337448,auditory system,otolithsURI:https://www.wikidata.org/entity/Q591800Definition:Inner-ear structure in vertebrates which detects acceleration and may detect acoustic signalsshow all records
337448,behavioral circadian rhythm,nocturnalURI:http://www.wikidata.org/entity/Q309179Definition:animal behavior characterized by activity during the night and sleeping during the dayshow all records
337448,cellularity,multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records
337448,conservation status,"least concernURI:http://eol.org/schema/terms/leastConcernDefinition:A taxon is Least Concern when it has been evaluated against the criteria and does not qualify for Critically Endangered, Endangered, Vulnerable or Near Threatened. Widespread and abundant taxa are included in this category.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records"
337448,ecoregion,Zambezian Coastal Flooded SavannaURI:http://eol.org/schema/terms/Zambezian_coastal_flooded_savannaAttribution:https://www.worldwildlife.org/ecoregions/at0906show all records
337448,ecoregion,South Malawi Montane Forest-Grassland MosaicURI:http://eol.org/schema/terms/South_Malawi_montane_forest-grassland_mosaicAttribution:https://www.worldwildlife.org/ecoregions/at1014show all records
337448,ecoregion,Maputaland-Pondoland Bushland And ThicketsURI:http://eol.org/schema/terms/Maputaland-Pondoland_bushland_and_thicketsAttribution:https://www.worldwildlife.org/ecoregions/at1012show all records
337448,ecoregion,Southern Rift Montane Forest-Grassland MosaicURI:http://eol.org/schema/terms/Southern_Rift_montane_forest-grassland_mosaicAttribution:https://www.worldwildlife.org/ecoregions/at1015show all records
337448,ecoregion,Eastern Zimbabwe Montane Forest-Grassland MosaicURI:http://eol.org/schema/terms/Eastern_Zimbabwe_montane_forest-grassland_mosaicAttribution:https://www.worldwildlife.org/ecoregions/at1006show all records
337448,geographic distribution,United StatesURI:http://www.geonames.org/6252001show all records
337448,geographic distribution,MozambiqueURI:https://www.geonames.org/1036973show all records
337448,geographic distribution,MozambiqueURI:https://www.geonames.org/1036973show all records
337448,geographic distribution,AfrotropicsURI:http://eol.org/schema/terms/AfrotropicalAttribution:https://www.oneearth.org/realms/afrotropics/show all records
337448,geographic distribution,Mozambique ChannelURI:http://www.marineregions.org/mrgid/4261show all records
337448,habitat,"tropicalURI:http://purl.obolibrary.org/obo/ENVO_01000204Comment:Ontology Description: http://environmentontology.org/
Ontology Source: http://envo.googlecode.com/svn/trunk/src/envo/envo.owlshow all records"
337448,habitat,"freshwater habitatURI:http://purl.obolibrary.org/obo/ENVO_00002037Definition:A habitat that is in or on a body of water containing low concentrations of dissolved salts and other total dissolved solids (<0.5 grams dissolved salts per litre).Comment:Ontology Description: http://environmentontology.org/
Ontology Source: http://envo.googlecode.com/svn/trunk/src/envo/envo.owlshow all records"
337448,habitat,terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records
337448,locomotion,"saltationURI:http://purl.obolibrary.org/obo/NBO_0000370Definition:(Bipedal jumping.) Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to rise in the airshow all records"
337448,mineralized skeleton contains,"apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records"
337448,number of records in iNat,386
337448,number of research grade records in iNat,358
337448,number of specimens in ggbn,21
337448,population trend,Unknown
337448,reproduction,"sexual reproductionURI:http://purl.obolibrary.org/obo/GO_0019953Definition:Capable of creating a new organism by combining the genetic material of two gametes, which may come from two parent organisms or from a single organism, in the case of self-fertilizing hermaphrodites.show all records"
337448,sexual system,"dioeciousURI:https://www.wikidata.org/entity/Q148681Definition:a characteristic of a species, meaning that it has distinct male and female individual organisms.show all records"
337448,type specimen repository,"Harvard University, Museum of Comparative ZoologyURI:http://biocol.org/urn:lsid:biocol.org:col:33791show all records"
337448,type specimen repository,"Harvard University, Museum of Comparative ZoologyURI:http://biocol.org/urn:lsid:biocol.org:col:33791show all records"
337448,type specimen repository,forschungsinstitut und natur-museum senckenberg (smf)URI:http://biocol.org/urn:lsid:biocol.org:col:34838show all records
337448,type specimen repository,forschungsinstitut und natur-museum senckenberg (smf)URI:http://biocol.org/urn:lsid:biocol.org:col:34838show all records
337448,type specimen repository,"museum für naturkunde berlin (zoological collections) (zmb)URI:http://grbio.org/cool/8syf-d21iDefinition:Museum für Naturkunde Berlin (Zoological Collections) (ZMB).  Berlin, Germany. URL for main institutional website: http://www.naturkundemuseum-berlin.de  Formerly Zoologisches Museum der Humboldt-Universität zu Berlinshow all records"
337448,visual system,"corneal eyesURI:https://eol.org/schema/terms/corneal_eyesDefinition:Because of the difference in refractive index between air and water (or corneal tissue), a curved cornea is an image-forming lens in its own right. Its focal length is determined by the radius of curvature of the cornea. Many corneal eyes (eg: in land vertebrates) also have lenses, but the lens is flattened and weakened compared with an aquatic lens; most of the refractive power is provided by the cornea. Corneal eyes cannot focus in aquatic habitat.Attribution:https://www.britannica.com/science/photoreception/Single-chambered-eyes#ref278820show all records"
334471,Body symmetry,"bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records"
334471,are eaten by,Bitis atropos (Linnaeus 1758) (Berg Adder)
334471,are eaten by,Psammophylax rhombeatus (Linnaeus 1758)
334471,auditory system,otolithsURI:https://www.wikidata.org/entity/Q591800Definition:Inner-ear structure in vertebrates which detects acceleration and may detect acoustic signalsshow all records
334471,auditory system,"tympanic middle earURI:http://purl.obolibrary.org/obo/UBERON_0001756Definition:the air-filled cavity within the skull of vertebrates that lies between the outer ear and the inner ear. It is linked to the pharynx (and therefore to outside air) via the Eustachian tube and in mammals contains the three ear ossicles, which transmit auditory vibrations from the outer ear (via the tympanum) to the inner earshow all records"
334471,cellularity,multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records
334471,conservation status,"least concernURI:http://eol.org/schema/terms/leastConcernDefinition:A taxon is Least Concern when it has been evaluated against the criteria and does not qualify for Critically Endangered, Endangered, Vulnerable or Near Threatened. Widespread and abundant taxa are included in this category.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records"
334471,ecoregion,Montane Fynbos And RenosterveldURI:http://eol.org/schema/terms/Montane_fynbos_and_renosterveldAttribution:http://www.worldwildlife.org/ecoregions/AT1203show all records
334471,ecoregion,Lowland Fynbos And RenosterveldURI:http://eol.org/schema/terms/Lowland_fynbos_and_renosterveldAttribution:http://www.worldwildlife.org/ecoregions/AT1202show all records
334471,endemic to,South AfricaURI:http://www.geonames.org/953987show all records
334471,geographic distribution,AfrotropicsURI:http://eol.org/schema/terms/AfrotropicalAttribution:https://www.oneearth.org/realms/afrotropics/show all records
334471,geographic distribution,South AfricaURI:http://www.geonames.org/953987show all records
334471,geographic distribution,South AfricaURI:http://www.geonames.org/953987show all records
334471,habitat,terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records
334471,locomotion,"saltationURI:http://purl.obolibrary.org/obo/NBO_0000370Definition:(Bipedal jumping.) Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to rise in the airshow all records"
334471,mineralized skeleton contains,"apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records"
334471,number of records in gbif,251
334471,number of records in iNat,340
334471,number of research grade records in iNat,290
334471,population trend,Unknown
334471,reproduction,"sexual reproductionURI:http://purl.obolibrary.org/obo/GO_0019953Definition:Capable of creating a new organism by combining the genetic material of two gametes, which may come from two parent organisms or from a single organism, in the case of self-fertilizing hermaphrodites.show all records"
334471,sexual system,"dioeciousURI:https://www.wikidata.org/entity/Q148681Definition:a characteristic of a species, meaning that it has distinct male and female individual organisms.show all records"
334471,visual system,"corneal eyesURI:https://eol.org/schema/terms/corneal_eyesDefinition:Because of the difference in refractive index between air and water (or corneal tissue), a curved cornea is an image-forming lens in its own right. Its focal length is determined by the radius of curvature of the cornea. Many corneal eyes (eg: in land vertebrates) also have lenses, but the lens is flattened and weakened compared with an aquatic lens; most of the refractive power is provided by the cornea. Corneal eyes cannot focus in aquatic habitat.Attribution:https://www.britannica.com/science/photoreception/Single-chambered-eyes#ref278820show all records"
336165,Body symmetry,"bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records"
336165,are eaten by,Bubulcus ibis (Linnaeus 1758) (Cattle Egret)
336165,are host of,Oxysomatium variabilis
336165,are host of,Oswaldocruzia subauricularis
336165,are parasitized by,Oxysomatium variabilis
336165,are parasitized by,Oswaldocruzia subauricularis
336165,are preyed upon by,Thamnophis sirtalis sirtalis (Linnaeus 1758)
336165,auditory system,otolithsURI:https://www.wikidata.org/entity/Q591800Definition:Inner-ear structure in vertebrates which detects acceleration and may detect acoustic signalsshow all records
336165,auditory system,"tympanic middle earURI:http://purl.obolibrary.org/obo/UBERON_0001756Definition:the air-filled cavity within the skull of vertebrates that lies between the outer ear and the inner ear. It is linked to the pharynx (and therefore to outside air) via the Eustachian tube and in mammals contains the three ear ossicles, which transmit auditory vibrations from the outer ear (via the tympanum) to the inner earshow all records"
336165,behavioral circadian rhythm,crepuscularURI:http://purl.obolibrary.org/obo/ECOCORE_00000078Definition:active primarily during dawn and duskshow all records
336165,behavioral circadian rhythm,"diurnalURI:http://www.wikidata.org/entity/Q906470Definition:animal behavior characterized by activity during the day, with a period of inactivity at night.show all records"
336165,body shape,"bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records"
336165,cellularity,multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records
336165,conservation status,"least concernURI:http://eol.org/schema/terms/leastConcernDefinition:A taxon is Least Concern when it has been evaluated against the criteria and does not qualify for Critically Endangered, Endangered, Vulnerable or Near Threatened. Widespread and abundant taxa are included in this category.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records"
336165,diet includes,insectsURI:https://www.wikidata.org/entity/Q1390Definition:a class of mainly terrestrial arthropodsshow all records
336165,diet includes,arthropodsURI:https://www.wikidata.org/entity/Q1360Definition:phylum of animalsshow all records
336165,ecoregion,Middle Atlantic Coastal ForestsURI:http://eol.org/schema/terms/Middle_Atlantic_coastal_forestsAttribution:https://www.worldwildlife.org/ecoregions/na0517show all records
336165,ecoregion,Appalachian Mixed Mesophytic ForestsURI:http://eol.org/schema/terms/Appalachian_mixed_mesophytic_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0402show all records
336165,ecoregion,Southeastern Mixed ForestsURI:http://eol.org/schema/terms/Southeastern_mixed_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0413show all records
336165,ecoregion,Southeastern Conifer ForestsURI:http://eol.org/schema/terms/Southeastern_conifer_forestsAttribution:https://www.worldwildlife.org/ecoregions/na0529show all records
336165,ecoregion,Appalachian-Blue Ridge ForestsURI:http://eol.org/schema/terms/Appalachian-Blue_Ridge_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0403show all records
336165,endemic to,United StatesURI:http://www.geonames.org/6252001show all records
336165,geographic distribution,United StatesURI:http://www.geonames.org/6252001show all records
336165,geographic distribution,The NearcticURI:https://www.wikidata.org/entity/Q737742Definition:one of the eight terrestrial ecozones constituting the Earth's land surfaceAttribution:https://commons.wikimedia.org/wiki/File:Ecozone_Nearctic.svgshow all records
336165,geographic distribution,North AtlanticURI:http://www.marineregions.org/mrgid/1912show all records
336165,geographic distribution,MississippiURI:http://www.geonames.org/4436296show all records
336165,geographic distribution,North CarolinaURI:http://www.geonames.org/4482348show all records
336165,habitat,"grasslandURI:http://purl.obolibrary.org/obo/ENVO_01000177Definition:A grassland biome is a terrestrial biome which  includes, across its entire spatial extent, an unbroken layer of grasses (Gramineae), sedges (Cyperaceae) or  rushes (Juncaceae).show all records"
336165,habitat,"marshURI:http://purl.obolibrary.org/obo/ENVO_00000035Definition:A wetland, featuring grasses, rushes, reeds, typhas, sedges, and other herbaceous plants (possibly with low-growing woody plants) in a context of shallow water.show all records"
336165,habitat,terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records
336165,habitat,temperateURI:http://purl.obolibrary.org/obo/ENVO_01000206show all records
336165,habitat,freshwaterURI:http://purl.obolibrary.org/obo/ENVO_00000873Definition:A biome that applies to the freshwater realm.show all records
336165,has sexual dimorphism,female largerURI:http://eol.org/schema/terms/female_largerComment:Auto-added during harvest #67. A human needs to edit this.Attribution:Fairbairnshow all records
336165,head-body length,33 mm
336165,locomotion,"saltationURI:http://purl.obolibrary.org/obo/NBO_0000370Definition:(Bipedal jumping.) Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to rise in the airshow all records"
336165,locomotion,"saltationURI:http://purl.obolibrary.org/obo/NBO_0000370Definition:(Bipedal jumping.) Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to rise in the airshow all records"
336165,mating system,promiscuousURI:http://purl.obolibrary.org/obo/ECOCORE_00000067Definition:A member of one sex mates with any member of the opposite sexshow all records
336165,mineralized skeleton contains,"apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records"
336165,motility,actively mobileURI:http://eol.org/schema/terms/activelyMobileDefinition:uses self-propelled locomotion to change location on a regular basisshow all records
336165,native range includes,The NearcticURI:https://www.wikidata.org/entity/Q737742Definition:one of the eight terrestrial ecozones constituting the Earth's land surfaceAttribution:https://commons.wikimedia.org/wiki/File:Ecozone_Nearctic.svgshow all records
336165,number of records in iNat,1987
336165,number of research grade records in iNat,1928
336165,number of specimens in ggbn,15
336165,parental care,no parental careURI:http://polytraits.lifewatchgreece.eu/terms/BP_NOshow all records
336165,parental care,"provisioningURI:https://www.wikidata.org/entity/Q2874419Definition:supplying materials, especially foodshow all records"
336165,population trend,Stable
